title;jobPost
Retail services;Job Title: Assistant Store Manager (Isar Code/01.20) Description: Be a member of the most pioneering and great Apple team! If you love Apple products and technology, if you want to transmit your knowledge and passion, if you are looking for a dynamic, constantly evolving work environment, come with us. Istorm, a subsidiary of Quest holdings and the larger chain of Apple Premium Reseller stores in Greece and Cyprus wishes as part of the development of the store network to cover the following specialty: Assistant Store Manager (Isar/01.20) O/the appropriate candidate will be a member of the Retail Chain Store Directorate and will be responsible for: Providing High quality customers to guide and develop the store team The proper operation of the store Required: Corresponding position SAP Knowledge will be considered an additional qualification excellent knowledge of English language Excellent knowledge of MS Office (Word, Excel, PowerPoint) Developed Ability The salary of the salary includes a bonus of achieving goals. It also offers work in a modern and dynamic environment, continuous training and opportunities for development. Interested parties are requested to send their resume electronically by selecting an application by stating the location code. The job is in the area of ​​Rhodes. Find out about the Policy of the Apostle: https://www.istorm.gr/kariera
Retail services;Job Title: Store manager Description: Be a member of the most pioneering and great Apple team! If you love Apple products and technology, if you want to transmit your knowledge and passion, if you are looking for a dynamic, constantly evolving work environment, come with us. Istorm, a subsidiary of Quest holdings and the larger chain of Apple Premium Reseller in Greece and Cyprus wishes to cover the following specialty as part of the Development of the Store Network: Store Manager (Ismr/02.20) of the new ISTORM in the Rhodes area and will be responsible for: the implementation of the store's business strategy to provide high quality customers to guide and develop the store team The proper operation of the store: Direction Postgraduate Title Desired Necessary Experience of at least 2 years In a corresponding position of SAP knowledge will be considered an additional qualification excellent knowledge of English language Excellent knowledge ) The company offers: Competitive earnings package that in addition to salary includes bonus goals. It also offers work in a modern and dynamic environment, continuous training and opportunities for development. Interested parties are kindly requested to send their resume by selecting 'Application' and stating the location code. The job is in the area of ​​Rhodes. Find out about the Policy of the Apostle: https://www.istorm.gr/kariera
Retail services;Job Title: Store Manager (Ismr/01.20) Description: Be a member of the most pioneering and great Apple team! If you love Apple products and technology, if you want to transmit your knowledge and passion, if you are looking for a dynamic, constantly evolving work environment, come with us. Istorm, a subsidiary of Quest holdings and the larger chain of Apple Premium Reseller stores in Greece and Cyprus wishes as part of the development of the store network to cover the following specialty: Store Manager (Ismr/01.20) of the new ISTORM in the Rhodes area and will be responsible for: the implementation of the store's business strategy to provide high quality customers to guide and develop the store team The proper operation of the store: Direction Postgraduate Title Desired Necessary Experience of at least 2 years In a corresponding position of SAP knowledge will be considered an additional qualification excellent knowledge of English language Excellent knowledge ) The company offers: Competitive earnings package that in addition to salary includes bonus goals. It also offers work in a modern and dynamic environment, continuous training and opportunities for development. Interested parties are requested to send their resume electronically by selecting an application by stating the location code. The job is in the area of ​​Rhodes. Find out about the Policy of the Apostle: https://www.istorm.gr/kariera
Retail services;Job Title: Store manager Description: Bill Cost SA, who is active in the field of women's clothing, is seeking to integrate the Store Manager potential in Thessaloniki. Main responsibilities Management and Motivation of staff. Ensure the proper operation of the store. Compliance with the store's VM operating standards. Coordination of the group based on the company's operational processes. Continuous control and evaluation for timely recognition and problem solving. Ensure the store's smooth operation and good image in accordance with the specifications and policies of the Company High level of service to customers to achieve the store's objectives Effective Management of the Human Resources Group with the aim of maximizing effectiveness and performance of competition monitoring necessary qualifications in communication and interpersonal relationships. Ability to manage, motivate, inspire and develop human resources Necessary service of at least three (3) years as responsible for the store. Excellent administrative skills with the result orientation. Dynamic personality and ease of communication. Responsibility and consistency. Very good knowledge of English language. Very good computer knowledge.
Retail services;Job Title: Cashier/Treasurer Description: Bluedot Careers is looking for a Treasurer for Bar -Restaurant Staffing in Ios for the 2020 season. *Bluedot Careers, part of the British Cadeb Holdings Group, is a human resources company specializing in staffing hotel units and businesses active in the tourism industry in all islands but also in other popular seaside, urban and mountain destinations in Greece and Cyprus. Your cv attached! Our clients, with a sense of responsibility and in complete compliance with recent announcements, will begin recruitment procedures after the end of the temporary bans. For this reason, we will begin to evaluate applications a week before scheduled re -opening catering and hotel units.
Retail services;Job Title: Store Manager (store manager) Description: Calin SA (Brands Calzedonia, Intimissimi, Tezenis, Falconeri, Intimissimi Uomo) is looking for a store manager for its stores in Thessaloniki. Promoting store management according to the company's requirements. Required qualifications of a degree in HEI/TEI in the Department of Economics specializing in Management Fluent Knowledge of English. In addition, knowledge of the Italian language is considered an additional important qualification excellent computer skills of at least 5 years in the retail sector at least three years of service in the position of responsible retail store luxury brand dynamic and pleasant personality Administrative and Communication Skills Recommendations Necessary. The company offers a satisfactory pay package depending on the qualifications, ongoing training and guidance, the ability to grow within the company network. Interested parties are requested to send their resume with a photo by clicking by 30/11/2019.
Retail services;Job Title: cashier Description: Call for expressions of interest for his position: canteens on the Vouliagmeni coast. (position code: TAMK - AB) The Public Real Estate Company is a public limited company that aims to exploit, by all appropriate means, of the property assets contained in its ownership and management of the assets assigned to it by the State, by legal entities of public law, by private legal entities. Law belonging to the wider public sector as well as by other public limited companies whose share capital is directly or indirectly owned by the Greek State. ETAD SA It was formed with the absorption of public limited companies, Tourist Properties SA, Olympic Properties SA, Public Real Estate Company SA. and the coastal Attic Front SA In this context, ETAD SA is active in: Administration /Public Property Management (Tourism, Olympic, Urban, Rural and Other Properties), Management of Lease and /or Concession of Property, Tourist Business Operation as Branches (Ski Resorts, Marinas, Coasts, Therapeutic Sources) utilization of property, by private investment, through lease competitions Development of real estate, through co -financed programs Short -term leasing of facilities and outdoors throughout Greece for the conduct of various kinds of events (exhibitions, concerts, conferences, workshops, banquets, etc.) Entries (shareholding in corporate development, exploitation and exploitation of tourism property) Priority of ETAD SA It is the management and utilization of its portfolio properties with modern financial tools, in accordance with the goals and priorities of the country's development policy, contributing to the development of economy, tourism and local communities. The company's intention is to attract private investment and the promotion of public and private synergies, with the aim of protecting the environment and working with local communities. The ERAD share capital is 100% owned by the Hellenic Company, Hellenic Holding and Property Society (ESSYP) SA, after the establishment of N/4389/2016. update: The purpose of this call for expressions of interest is to attract candidates with the necessary formal and substantive qualifications as well as the required professional experience for its position: canteens on the Vouliagmeni coast.
Retail services;Job Title: cashier Description: Candidate for the position of Treasurer in a Group Store of a well -known cellar Drinks in Thessaloniki. full -time job (6 -day, rolling hours).
Retail services;Job Title: cashier / buffet Description: Candidate requested for cashier - buffet from a catering shop in Antolian Thessaloniki. full -time job.
Retail services;Job Title: Cashier on Ferry Ships_in Casino Area Description: Cashier at the Slot Machine Area in the Casino and Video Game Areas Onboard the Ships Traveling Between Greece to Italy or Italy to Spain.This is a Customer Services / Cashier Position on Board Passenger Ferry Ships Operating Between Pataras (Grece) (Grece) (Grece) (Grece) (Grece) (Grece) or Between Civitavecchia (Italy) - Barcelona (spain). We are looking for a person with the following skills: responsible, organized and public relations. The position is permanent and priority will be based on qualifications. Knowledge of English is essential, Computer Literacy (Excel and Word). Hiring will be done with passports and not a seaman book. Training is provided by our Company for the Job.basic Essential Duties & ResponsibilitiesResponsible for Assisting Slot Players Playing At the Slot Machines and Video Games. This position also Requires a Walking and Social Intection with Our Guests. The Cashier Must Have Very Good Guest Service Skills Along With Feeling Comfortable Working with Money. This Position Requires Accucy When Exchanging Large Denomination Currency for Smaller Denomination Currency and Must Assist in Making Cash Outs for Players Along With Minor Machine Repairs, with the Guidance of Our Technical Department. It is also Required to Monitor the Area for Any Tampering or Bad Misuse of the Machines by the Players.SHIP Experience is preferred but not limited to Qualifying for the Job.Basic Paper Work Requirements if no arabicable to be as follow: 1. Valid EU Passport2. STCW Safety Certificate (A) Basic Safety and (B) Security AWARENESS Work: Complete employment, part-time employment: 1,000,00 € to 1,100,00 € /monthly Masks, Gloves and Sanitizing Solutions.
Retail services;Job Title: Cashier on Board Passenger Ferries Description: Cashier at the Slot Machine Area in the Casino and Video Game Areas Onboard the Ships Traveling Between Greece to Italy or Italy to Spain.This is a Customer Services / Cashier Position on Board Passenger Ferry Ships Operating Between Pataras (Grece) (Grece) (Grece) (Grece) (Grece) (Grece) or Between Civitavecchia (Italy) - Barcelona (spain). We are looking for a person with the following skills: responsible, organized and public relations. The position is permanent and priority will be based on qualifications. Knowledge of English is essential, Computer Literacy (Excel and Word). Hiring will be done with passports and not a seaman book. Training is provided by our Company for the Job.basic Essential Duties & ResponsibilitiesResponsible for Assisting Slot Players Playing At the Slot Machines and Video Games. This position also Requires a Walking and Social Intection with Our Guests. The Cashier Must Have Very Good Guest Service Skills Along With Feeling Comfortable Working with Money. This Position Requires Accucy When Exchanging Large Denomination Currency for Smaller Denomination Currency and Must Assist in Making Cash Outs for Players Along With Minor Machine Repairs, with the Guidance of Our Technical Department. It is also Required to Monitor the Area for Any Tampering or Bad Misuse of the Machines by the Players.SHIP Experience is preferred but not limited to Qualifying for the Job.Basic Paper Work Requirements if no arabicable to be as follow: 1. Valid EU Passport2. STCW SAFETY CERTIFICATES from EU (A) Basic Safety and (B) Security AWARENESS Work: Full employment, part-time, permanent: 1,000,00 € to € 1,100,00 /month of COVID-19: The Cashiers We Provide Masks, Gloves and Sanitizing Solutions. Education: Gymnasium (required) License: STCW Safety Certificates (EU) (required) Valid EU Passport (Required) Language: English (Privileged)
Retail services;Job Title: Cashier on Ferry Ships_in Casino Area Description: Cashier at the Slot Machine Area in the Casino and Video Game Areas Onboard the Ships Traveling Between Greece to Italy or Italy to Spain.This is a Customer Services/Cashier Position on Board Passenger Ferry Ships Operating Between Pataras (Grece) (Grece) (Grece) (Grece) (Grece) (Grece) or Between Civitavecchia (Italy) - Barcelona (spain). We are looking for a person with the following skills: responsible, organized and public relations. The position is permanent and priority will be based on qualifications. Knowledge of English is essential, Computer Literacy (Excel and Word). Hiring will be done with passports and not a seaman book. Training is Provised from Our Company for the Job.basic Essential Duties & ResponsibilitiesResponsible for Assisting Slot Players Playing At the Slot Machines and Video Games. This position also Requires a Walking and Social Intection with Our Guests. The Cashier Must Have Very Good Guest Service Skills Along With Feeling Comfortable Working with Money. This Position Requires Accucy When Exchanging Large Denomination Currency for Smaller Denomination Currency and Must Assist in Making Cash Outs for Players Along With Minor Machine Repairs, with the Guidance of Our Technical Department. It is also Required to Monitor the Area for Any Tampering or Bad Misuse of the Machines by the Players.Ship Experience is preferred but not limited to Qualify for the Job.Basic Paper Work Requirements if not available to be as foul. 1. Valid EU Passport2. STCW Safety Certificate (A) Basic Safety and (B) Security AWARENESS Work: Complete employment, part-time employment: 1,000,00 € to 1,100,00 € /monthly Masks, Gloves and Sanitizing Solutions.
Retail services;Job Title: Store Manager / Sallas Manager - Kifissia Description: Category Employment Company: Ancho Mexican Grill Post Date: 31-01-20 Employment Type: Complete Work Code: Ancho Work Category: Catering Services: Kifissia Municipality Store Manager / Sallas Manager - Kifissia Store Manager / Responsible Store Manager / Sallas Manager for a catering chain in the area of ​​Kifissia. General Position Description:  He is responsible for managing all the functions of the store and providing a great experience to customers controls, provides and manages all orders maximizes sales through customer satisfaction and employee commitment to ensure and act according to Company standards as defined by the company's core values ​​Responsibilities: Products, Health and Safety, F&B: Controls availability (product censuses), order, receipt, proper storage and proper use of raw materials (orders: orders: raw materials, consumables and equipment. etc. Customers are responsible for checking and compliance with daily work that required They are for the proper operation of the Fund and Buffet, according to the high standards set by the company, ensures and controls the proper way of operating the store space controls and ensures that the proper image of the store and the desired levels of cleanliness and flexibility of the area Competition developments and presentation of improvement - evolution proposals, proposals for new products - services. Each month he will write and deliver to Managing Director Monthly Report Active Posts Participation When necessary (eg Fund) Administration: Supervisors on a daily basis both organizational and sales part is responsible for his staff training. Service (Basic Education of A '7 Day Adaptation and Continuous Post -Education) directs, inspires and targets his team, with the aim of increasing sales and store efficiency (daily sales targeting to his personal service) informs staff about new actions / products Keep up the policies and procedures set by the company in all areas of the store's operation weekly design of a flexible work program according to the needs of the store for buffet, cash and profile cleanliness - necessary qualifications: desirable (but but desired not demanders) Studies in the field Tourism professions or business administration proven experience, at least 2 years, in a similar position very good H/Y knowledge (MS Office, POS) Excellent knowledge of English necessary supporting documents for work in health shops (pure criminal record and health booklet)
Retail services;Job Title: Cashier - Mykonos Description: Category Employment Company: Cavo Tagoo Date Post: 08-05-20 Employment Type: Seasonal job code: Work Category: Hotel Executives Catering Services: Mykonos Municipality Cashier - Mykonos Cashier : handles transactions with guests. Receives Payment by Cash, Credit Cards, Vouchers, or Automatic Debits. Resolves Guests' Complaints. Responsible to Guide Guests and Provide Information. Answers Customers' Questions, and Provides Information on Procedures or Policies. Creates Daily Reports with all the transactions and z. Counts money in Cash drawers at the beginning and the end of shifts to get amounts are correct and that there is adequate change. Performs Cash Reconciliations on a Daily Basis. Handlesticket Platforms and/or Micros. qualification standards: minimum of twoyears of experience working in a similar role is essential must be fluent in english and knowledge of any additional language(s) is a plus previous experience in the hospitality industry is preferred a bachelor degree with specialization in accounting or finance would be a plus
Retail services;Job Title: Cashier - Mykonos Description: Category Employment Company: Cavo Tagoo Date Post: 10-04-20 Employment Type: Seasonal job code: Work Category: Hotel Executives Catering Services: Mykonos Municipality Cashier - Mykonos Cashier : handles transactions with guests. Receives Payment by Cash, Credit Cards, Vouchers, or Automatic Debits. Resolves Guests' Complaints. Responsible to Guide Guests and Provide Information. Answers Customers' Questions, and Provides Information on Procedures or Policies. Creates Daily Reports with all the transactions and z. Counts money in Cash drawers at the beginning and the end of shifts to get amounts are correct and that there is adequate change. Performs Cash Reconciliations on a Daily Basis. Handlesticket Platforms and/or Micros. qualification standards: minimum of twoyears of experience working in a similar role is essential must be fluent in english and knowledge of any additional language(s) is a plus previous experience in the hospitality industry is preferred a bachelor degree with specialization in accounting or finance would be a plus
Retail services;Job Title: Cashier Description: Category Employment Company: DRAKOULIS MEAT Post Date: 03-02-20 Employment Type: Full Job Code: Category Work: Sales Area of Work: Municipality of Athens Cashier Cashier Drakoulis Dry & Raw is Expanding and We Are Looking for Talented and Ambitious PeopleJoin US for the Job Position of the Cashier If You Think You Have What It Takes To Be Part Of Our Dynamic Team, Send Your Resume
Retail services;Job Title: Store Manager - Athens Description: Category Employment Company: JYSK A.E. Post Date: 01-06-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Labor: Attica Prefecture Store Manager - Athens Store Manager - Athens Store Manager - Athens Jysk is looking for a dedicated store manager: You are willing to do it Overcome to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. You show dedication and: Have a history of creating great results with your team. You have a history of guiding and developing your team as well as highlighting great talents. Provide excellent service. You work hard and are an active member of your team. You take initiatives in a strong and dynamic environment and take full responsibility for all decisions in the store. You are willing to develop yourself and have the motivation and ambition to progress professionally. You come across opportunities and we offer you: a culture that allows quick and practical decisions at all levels in the body. Opportunities for development and first -rate practical training. Competitive bonus which acts as a reward for excellent sales and results. The opportunity to compete, win and celebrate good results. an excellent corporate culture. Structure and concept that will create the conditions for you to get great results. Private insurance plan. From a store in Denmark in 1979, JYSK expanded to more than 2,500 stores around the world. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Attica Description: Category Employment Company: JYSK A.E. Post Date: 05-05-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Work: Prefecture of Attica Store Manager - Attica Store Manager - Attica Store Manager - Attica full -time JYSK Looking for a dedicated store manager: Do you go beyond to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. Qualifications: You show dedication and: Have a history of creating great results with your team. You have a history of guidance and development of your team, as well as highlighting great talents. Provide excellent service. You work hard and are an active member of your team. You take initiatives in a strong and dynamic environment and take full responsibility for all decisions in the store. You are willing to develop yourself and have the motivation and ambition to progress professionally. You come across opportunities and we offer you: a culture that allows quick and practical decisions at all levels in the body. Opportunities for development and first -class practical training. Competitive bonus which acts as a reward for excellent sales and results. The opportunity to compete, win and celebrate good results. an excellent corporate culture. Structure and concept that will create the conditions for you to get great results. Private insurance plan. Additional information from a store in Denmark in 1979, JYSK expanded to more than 2,500 stores around the world. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Heraklion Crete Description: Category Employment Company: JYSK A.E. Post Date: 15-05-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Labor: Heraklion Prefecture Store Manager - Heraklion Crete Store Manager - Heraklion Crete Store Manager - Heraklion Crete Crete Are you willing to go beyond to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. Qualifications: You show dedication and: Have a history of creating great results with your team. You have a history of guidance and development of your team, as well as highlighting great talents. Provide excellent service. You work hard and are an active member of your team. You take initiatives in a strong and dynamic environment and take full responsibility for all decisions in the store. You are willing to develop yourself and have the motivation and ambition to progress professionally. You come across opportunities and we offer you: a culture that allows quick and practical decisions at all levels in the body. Opportunities for development and first -class practical training. Competitive bonus which acts as a reward for excellent sales and results. The opportunity to compete, win and celebrate good results. an excellent corporate culture. Structure and concept that will create the conditions for you to get great results. Private insurance plan. Additional information from a store in Denmark in 1979, JYSK expanded to more than 2,500 stores around the world. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Alimos Description: Category Employment Company: JYSK A.E. Post Date: 18-06-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Labor: Alimos Municipality Store Manager - Alimos Store Manager - Alimos Store Manager - full -time Alimos Do you go beyond to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. Qualifications: You show dedication and: Have a history of creating great results with your team. You have a history of guidance and development of your team as well as highlighting great talents. Provide excellent service. You work hard and are an active member of your team. You take initiatives in a strong and dynamic environment and take full responsibility for all decisions in the store. You are willing to develop yourself and have the motivation and ambition to progress professionally. You come across opportunities and we offer you: a culture that allows quick and practical decisions at all levels in the body. Opportunities for development and first -class practical training. Competitive bonus, which acts as a reward for excellent sales and results. The opportunity to compete, win and celebrate good results. an excellent corporate culture. Structure and concept that will create the conditions for you to get great results. Private insurance plan. Additional information from a store in Denmark in 1979, JYSK expanded to more than 2,500 stores around the world. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Chania Description: Category Employment Company: JYSK A.E. Post Date: 26-02-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Labor: Municipality of Chania Store Manager - Chania Store Manager - Chania Store Manager - Chania Overcome to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. You show dedication and: Have a history of creating excellent results with your team you have a history of guidance and development of your team, as well as highlighting great talents Provide excellent service you work hard and are active member of your team you take initiatives in a strong and dynamic environment And you fully take responsibility for all decisions in the store you are willing to develop yourself and have the motivation and ambition to progress professionally you meet opportunities and offer you: a culture that allows fast and practical decisions at all levels in the organization Opportunities for Development and First Class Practical Education Competitive Bonus which acts as a reward for excellent sales and results the opportunity to compete, win and celebrate good results an excellent corporate culture structure and concept that will create for you what In 1979, JYSK has expanded to more than 2,500 stores around the world to bring out a private insurance program from a Denmark in 1979. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Kavala Description: Category Employment Company: JYSK A.E. Post Date: 26-02-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Labor: Municipality of Kavala Store Manager - Kavala Store Manager - Kavala Store Manager - Kavala Overcome to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. You show dedication and: Have a history of creating great results with your team. You have a history of guiding and developing your team as well as highlighting great talents. Provide excellent service. You work hard and are an active member of your team. You take initiatives in a strong and dynamic environment and take full responsibility for all decisions in the store. You are willing to develop yourself and have the motivation and ambition to progress professionally. You come across opportunities and we offer you: a culture that allows quick and practical decisions at all levels in the body. Opportunities for development and first -class practical training. Competitive bonus which acts as a reward for excellent sales and results. The opportunity to compete, win and celebrate good results. an excellent corporate culture. Structure and concept that will create the conditions for you to get great results. Private insurance plan. From a store in Denmark in 1979, JYSK expanded to more than 2,700 stores around the world. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Chania Description: Category Employment Company: JYSK A.E. Post Date: 31-01-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Labor: Municipality of Chania Store Manager - Chania Store Manager - Chania Store Manager - Chania Overcome to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. You show dedication and: Have a history of creating excellent results with your team you have a history of guidance and development of your team, as well as highlighting great talents Provide excellent service you work hard and are active member of your team you take initiatives in a strong and dynamic environment And you fully take responsibility for all decisions in the store you are willing to develop yourself and have the motivation and ambition to progress professionally you meet opportunities and offer you: a culture that allows fast and practical decisions at all levels in the organization Opportunities for Development and First Class Practical Education Competitive Bonus which acts as a reward for excellent sales and results the opportunity to compete, win and celebrate good results an excellent corporate culture structure and concept that will create for you what In 1979, JYSK has expanded to more than 2,500 stores around the world to bring out a private insurance program from a Denmark in 1979. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Kavala Description: Category Employment Company: JYSK A.E. Post Date: 31-01-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Work: Municipality of Kavala Store Manager - Kavala Store Manager - Kavala Store Manager - Kavala Overcome to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. You show dedication and: Have a history of creating great results with your team. You have a history of guiding and developing your team as well as highlighting great talents. Provide excellent service. You work hard and are an active member of your team. You take initiatives in a strong and dynamic environment and take full responsibility for all decisions in the store. You are willing to develop yourself and have the motivation and ambition to progress professionally. You come across opportunities and we offer you: a culture that allows quick and practical decisions at all levels in the body. Opportunities for development and first -class practical training. Competitive bonus which acts as a reward for excellent sales and results. The opportunity to compete, win and celebrate good results. an excellent corporate culture. Structure and concept that will create the conditions for you to get great results. Private insurance plan. From a store in Denmark in 1979, JYSK expanded to more than 2,700 stores around the world. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store Manager - Kilkis Description: Category Employment Company: JYSK A.E. Post Date: 31-01-20 Employment Type: Full Job Code: Work Category: Sales Area of ​​Work: Municipality of Kilkis Store Manager - Kilkis Store Manager - Kilkis Store Manager - Kilkis Overcome to close a sale? Do you like to work in a rapidly evolving environment with constant challenges? Do you enjoy working with the team? Then you have to be the candidate we are looking for. You show dedication and: Have a history of creating great results with your team. You have a history of guiding and developing your team as well as highlighting great talents. Provide excellent service. You work hard and are an active member of your team. You take initiatives in a strong and dynamic environment and take full responsibility for all decisions in the store. You are willing to develop yourself and have the motivation and ambition to progress professionally. You come across opportunities and we offer you: a culture that allows quick and practical decisions at all levels in the body. Opportunities for development and first -class practical training. Competitive bonus which acts as a reward for excellent sales and results. The opportunity to compete, win and celebrate good results. an excellent corporate culture. Structure and concept that will create the conditions for you to get great results. Private insurance plan. From a store in Denmark in 1979, JYSK expanded to more than 2,700 stores around the world. To ensure future development, we need the best workers. Seize the opportunity to become a member of JYSK. If you show dedication, you will come across the opportunities.
Retail services;Job Title: Store manager / decorator Description: Category Employment Company: MIKOS SA Post Date: 11-02-20 Employment Type: Complete Job Code: SW_SM_02.20 Work Category: Graphic Arts Sales Labor Area: Municipality of Athens Store Manager / Decore Store Manager / Defasor B. LENGTH SA It follows the strategy of the overall decoration with curtains in the Greek market, furniture fabrics, wallpapers, carpets and other branded products abroad. Following our own business model, we are going through our 5th decade of healthy operation, aspiring in our activity and the international market. For the development of retail sales we wish to fill the following full -time position, the duties of which will be assumed by the appropriate candidate after training in the duties of decoration consultant: Store Manager / Central Showroom, Metropolitan 39. shop visitors and promotion of products, services and concept
Retail services;Job Title: Store Manager - Larissa Description: Category Employment Company: POP-AIR Post Date: 12-06-20 Employment Type: Full Job Code: Category Work: Sales Labor: Municipality of Larissa Store Manager-Larissa Store Manager-Larissa Store Manager-Larissa Pop-Air Her new store in Larissa is looking for a store manager. Basic Responsibilities: Achieving Targeting Management of Group Supervision of Departments Assurance of Company Policy If you have at least 2 years of service in a similar position in fashion, characterize communication / organizational skills and are ready
Retail services;Job Title: Store Manager - Larissa Description: Category Employment Company: POP-AIR Post Date: 14-05-20 Employment Type: Complete Job Code: Category: Sales Labor: Municipality of Larissa Store Manager-Larissa Store Manager-Larissa Store Manager-Larissa Pop-Air for Her new store in Larissa is looking for a store manager. Basic Responsibilities: Achieving Targeting Management of Group Supervision of Departments Assurance of Company Policy If you have at least 2 years of service in a similar position in fashion, characterize communication / organizational skills and are ready
Retail services;Job Title: Store Manager - Larissa Description: Category Employment Company: POP-AIR Post Date: 16-04-20 Employment Type: Complete Job Code: Category: Sales Labor: Municipality of Larissa Store Manager-Larissa Store Manager-Larissa Store Manager-Larissa Pop-Air for Her new store in Larissa is looking for a store manager. Basic Responsibilities: Achieving Targeting Management of Group Supervision of Departments Assurance of Company Policy If you have at least 2 years of service in a similar position in fashion, characterize communication / organizational skills and are ready
Retail services;Job Title: Store Manager - Thessaloniki Description: Category Employment Company: POP-AIR Post Date: 19-06-20 Employment Type: Full Job Code: Category Work: Sales Area of ​​Labor: Municipality of Thessaloniki Store Manager-Thessaloniki Store Manager-Thessaloniki Store Manager-Thessaloniki Her new store in Thessaloniki is looking for a Store Manager. Basic Responsibilities: Achieving Targeting Management of Group Supervision of Departments Assurance of Company Policy If you have at least 2 years of service in a similar position in fashion, characterize communication / organizational skills and are ready
Retail services;Job Title: Store managers Description: Category Employment Company: POP-AIR Post Date: 19-06-20 Employment Type: Full Job Code: Category Work: Sales Labor Area: Attica Prefecture Store Managers Store Managers Pop-Air, For the Company's Branch Network in Athens, Seeks, send your cv
Retail services;Job Title: Store Manager - Larissa Description: Category Employment Company: POP-AIR Post Date: 20-03-20 Employment Type: Complete Job Code: Category: Sales Labor: Municipality of Larissa Store Manager-Larissa Store Manager-Larissa Store Manager-Larissa Pop-Air for Her new store in Larissa is looking for a store manager. Basic Responsibilities: Achieving Targeting Management of Group Supervision of Departments Assurance of Company Policy If you have at least 2 years of service in a similar position in fashion, characterize communication / organizational skills and are ready
Retail services;Job Title: Store managers Description: Category Employment Company: POP-AIR Post Date: 21-05-20 Employment Type: Complete Job Code: Category: Sales Labor Area: Attica Prefecture Store Managers Store Managers Pop-Air, For the Company's Branch Network in Athens, Seeks, send your cv
Retail services;Job Title: Store Manager - Thessaloniki Description: Category Employment Company: POP-AIR Post Date: 21-05-20 Employment Type: Full Job Code: Category Work: Sales Area of ​​Labor: Municipality of Thessaloniki Store Manager-Thessaloniki Store Manager-Thessaloniki Store Manager-Thessaloniki Her new store in Thessaloniki is looking for a Store Manager. Basic Responsibilities: Achieving Targeting Management of Group Supervision of Departments Assurance of Company Policy If you have at least 2 years of service in a similar position in fashion, characterize communication / organizational skills and are ready
Retail services;Job Title: Store managers Description: Category Employment Company: POP-AIR Post Date: 23-04-20 Employment Type: Complete Job Code: Category: Sales Labor Area: Attica Prefecture Store Managers Store Managers Pop-Air, For the Company's Branch Network in Athens, Seeks, send your cv
Retail services;Job Title: Store Manager - Thessaloniki Description: Category Employment Company: POP-AIR Post Date: 23-04-20 Employment Type: Full Job Code: Category Work: Sales Area of ​​Labor: Municipality of Thessaloniki Store Manager-Thessaloniki Store Manager-Thessaloniki Store Manager-Thessaloniki Her new store in Thessaloniki is looking for a Store Manager. Basic Responsibilities: Achieving Targeting Management of Group Supervision of Departments Assurance of Company Policy If you have at least 2 years of service in a similar position in fashion, characterize communication / organizational skills and are ready
